code,company,name,gender,age,userCode,trip_count,avg_flight_price,avg_distance,avg_travel_time,avg_hotel_spend,avg_stay_days,flightType,agency
345,4You,Timothy Perez,none,46,345.0,60.0,966.2298333333333,502.31,1.306,460.4803333333333,2.3333333333333335,firstClass,CloudFy
346,4You,Jeffrey Forester,male,57,346.0,68.0,963.8155882352942,527.9188235294118,1.3711764705882352,575.0164705882353,2.764705882352941,firstClass,CloudFy
347,4You,Keith Sherman,male,35,347.0,10.0,1087.844,616.034,1.6,590.346,2.4,firstClass,CloudFy
348,4You,Mathilde Boone,female,52,348.0,90.0,1001.3186666666666,540.0408888888888,1.4033333333333333,537.4446666666666,2.5555555555555554,firstClass,Rainbow
349,4You,Isabel Guthrie,female,36,349.0,102.0,983.8245098039216,510.9423529411765,1.327843137254902,508.6909803921569,2.5098039215686274,firstClass,CloudFy
350,4You,Sam Abernathy,male,25,350.0,18.0,826.3483333333334,402.4611111111111,1.0455555555555556,481.5477777777778,2.2222222222222223,firstClass,CloudFy
351,4You,Sara Ferguson,none,32,351.0,60.0,807.313,514.1053333333333,1.3353333333333335,564.7073333333334,2.8,economic,Rainbow
352,4You,Alicia Watts,female,36,352.0,120.0,916.1355833333333,466.81,1.213,482.1441666666667,2.3833333333333333,firstClass,Rainbow
353,4You,Ricky Baker,male,57,353.0,32.0,948.370625,474.4425,1.233125,492.26625,2.25,firstClass,CloudFy
354,4You,Andy Skidmore,none,39,354.0,72.0,914.3443055555555,579.6158333333333,1.5063888888888888,525.9152777777778,2.4722222222222223,economic,Rainbow
355,4You,Debra Bailey,female,61,355.0,100.0,885.0925,483.26599999999996,1.2558,503.7126,2.6,economic,Rainbow
356,4You,Ralph Colunga,none,33,356.0,70.0,901.5895714285714,478.2548571428571,1.2425714285714287,520.6377142857143,2.4,firstClass,CloudFy
357,4You,Kathryn Childress,female,37,357.0,110.0,881.1312727272727,444.1516363636364,1.1547272727272726,580.4552727272727,2.672727272727273,premium,Rainbow
358,4You,Rickey Orouke,male,46,358.0,16.0,972.254375,506.13125,1.31375,648.22875,2.5,firstClass,CloudFy
359,4You,Virgil Hauck,male,48,359.0,50.0,851.7244000000001,462.5468,1.2012,737.0884,2.84,firstClass,CloudFy
360,4You,William Williams,male,49,360.0,22.0,948.6554545454546,467.87454545454545,1.2154545454545453,586.5772727272728,2.727272727272727,firstClass,CloudFy
361,4You,Curtis Sexton,male,33,,,,,,,,,
362,4You,Kyle Young,male,59,362.0,118.0,906.9250847457628,481.92593220338983,1.2523728813559323,559.2994915254237,2.4745762711864407,firstClass,CloudFy
363,4You,Abby Small,female,25,363.0,60.0,953.9566666666667,548.8426666666667,1.427,520.0269999999999,2.3333333333333335,firstClass,Rainbow
364,4You,Kristina Schuetz,female,48,,,,,,,,,
365,4You,Eunice Burns,female,24,365.0,20.0,910.3399999999999,525.937,1.366,526.1220000000001,2.5,firstClass,Rainbow
366,4You,Claude Johnston,none,65,366.0,34.0,1015.3382352941177,519.415294117647,1.3494117647058825,400.8264705882353,2.0,firstClass,Rainbow
367,4You,Deborah Adams,none,28,367.0,16.0,905.5175,507.4325,1.3187499999999999,371.3175,2.125,premium,Rainbow
368,4You,Mark Nemec,male,25,368.0,108.0,903.2102777777778,535.4590740740741,1.3916666666666666,525.3398148148148,2.5185185185185186,economic,Rainbow
369,4You,Bart Haverstock,male,21,369.0,96.0,984.8569791666667,557.3779166666667,1.4485416666666666,468.99916666666667,2.2291666666666665,firstClass,Rainbow
370,4You,Susan Manzano,none,31,370.0,50.0,814.9438,431.1772,1.1212,553.2636,2.8,economic,Rainbow
371,4You,Jenine Hobson,none,65,371.0,114.0,979.6691228070175,537.8833333333333,1.3975438596491228,597.2742105263158,2.7017543859649122,firstClass,Rainbow
372,4You,Dolores Davis,none,32,372.0,114.0,1071.6708771929825,561.4368421052632,1.4587719298245616,505.89929824561403,2.43859649122807,firstClass,CloudFy
373,4You,Jame Carter,female,65,373.0,16.0,956.905625,515.12,1.33875,511.4275,1.875,premium,CloudFy
374,4You,Kristopher Runyon,male,25,374.0,4.0,995.62,505.60999999999996,1.315,891.1400000000001,3.5,firstClass,CloudFy
375,4You,Jerome Sanchez,none,56,375.0,48.0,791.138125,444.53416666666664,1.1558333333333335,580.3520833333333,2.75,economic,CloudFy
376,4You,Dale Mazur,male,47,376.0,28.0,1015.6103571428572,525.0421428571428,1.3642857142857143,579.5735714285714,3.0,firstClass,CloudFy
377,4You,Larry Faron,male,24,377.0,4.0,897.4200000000001,555.74,1.44,938.49,3.0,economic,CloudFy
378,4You,Sarah Boock,none,30,378.0,72.0,844.5025,458.3641666666667,1.1911111111111112,531.0738888888889,2.611111111111111,firstClass,CloudFy
379,4You,Anthony Bethea,none,49,379.0,52.0,948.1125,523.9588461538461,1.3615384615384616,550.6107692307692,2.423076923076923,firstClass,CloudFy
380,4You,Rachael Moore,none,56,380.0,14.0,862.9392857142857,465.88428571428574,1.2100000000000002,386.25,2.2857142857142856,economic,Rainbow
381,4You,Victor Remington,male,52,381.0,116.0,914.894224137931,511.04913793103447,1.3282758620689654,499.00275862068963,2.1724137931034484,firstClass,CloudFy
382,4You,Arthur Mckinnis,none,25,,,,,,,,,
383,4You,Gabriel Mantini,none,39,383.0,84.0,946.8658333333333,509.84214285714285,1.3247619047619048,525.1919047619048,2.4523809523809526,firstClass,Rainbow
384,4You,Eulalia White,female,45,384.0,114.0,966.8083333333333,539.010350877193,1.400701754385965,528.65,2.56140350877193,firstClass,Rainbow
385,4You,Jeffery Gill,male,53,,,,,,,,,
386,4You,Katlyn Hsiao,female,44,386.0,28.0,916.3299999999999,523.1278571428571,1.3592857142857144,514.0092857142857,2.5714285714285716,economic,Rainbow
387,4You,Dorothy Barnes,none,21,387.0,110.0,910.113909090909,505.1709090909091,1.313090909090909,633.9734545454546,2.6545454545454548,firstClass,CloudFy
388,4You,Virgie Humphrys,female,23,388.0,84.0,987.6220238095239,533.4595238095238,1.3857142857142857,529.1069047619047,2.357142857142857,firstClass,CloudFy
389,4You,Mark Eisentrout,none,43,389.0,134.0,984.9053731343284,539.3364179104477,1.401641791044776,547.7411940298507,2.4776119402985075,firstClass,CloudFy
390,4You,Ervin Janke,none,55,390.0,108.0,947.3287037037037,519.7227777777778,1.3501851851851852,604.1622222222222,2.759259259259259,firstClass,Rainbow
391,4You,Philip Robertson,male,49,391.0,62.0,917.4861290322581,534.1032258064516,1.387741935483871,605.5354838709677,2.903225806451613,premium,CloudFy
392,4You,Cameron Williams,male,27,392.0,32.0,977.9240625,514.32375,1.33625,541.0575,2.375,firstClass,CloudFy
393,4You,Kelly Subido,female,23,393.0,24.0,860.63375,514.4216666666667,1.3358333333333334,355.9566666666667,2.0833333333333335,economic,CloudFy
394,4You,Tom Floyd,none,48,394.0,14.0,866.7064285714285,403.8285714285715,1.0514285714285714,523.3357142857143,2.142857142857143,firstClass,CloudFy
395,4You,Caroline Eaton,female,49,395.0,52.0,904.7413461538462,513.8661538461539,1.335,537.2042307692308,2.5,premium,CloudFy
396,4You,Douglas Shields,male,39,396.0,80.0,870.0727499999999,528.07725,1.372,518.88725,2.5,premium,CloudFy
397,4You,Robert Clark,male,28,397.0,16.0,957.55875,497.88124999999997,1.29375,498.47125,2.75,premium,CloudFy
398,4You,Christine Spillane,female,29,398.0,54.0,1005.0192592592592,578.8096296296296,1.5037037037037038,457.26148148148144,2.2222222222222223,firstClass,Rainbow
399,4You,Shirley Blacklock,female,36,399.0,4.0,1109.6125,515.38,1.3399999999999999,996.065,3.5,firstClass,CloudFy
400,4You,Cathy Childs,female,52,400.0,88.0,893.75625,502.69818181818187,1.3061363636363637,480.22022727272724,2.5,firstClass,CloudFy
401,4You,Dave Morton,none,47,401.0,34.0,924.8094117647059,537.3641176470588,1.3970588235294117,579.3694117647059,2.6470588235294117,economic,CloudFy
402,4You,Philip Rose,male,48,402.0,86.0,967.5217441860465,544.1176744186047,1.4137209302325582,513.6274418604651,2.441860465116279,firstClass,Rainbow
403,4You,Oliver Williams,none,49,403.0,36.0,1028.296388888889,600.9533333333334,1.5622222222222222,473.00388888888887,2.2222222222222223,firstClass,Rainbow
404,4You,Ana Hudson,none,23,404.0,20.0,1069.9585,591.124,1.536,527.089,2.3,firstClass,Rainbow
405,4You,Linda Thompson,none,53,405.0,6.0,837.2183333333332,583.0133333333333,1.5133333333333334,1043.02,3.3333333333333335,economic,CloudFy
406,4You,William Jemmott,male,21,406.0,2.0,1358.815,676.56,1.76,526.82,2.0,firstClass,CloudFy
407,4You,Fernande Conover,female,25,407.0,108.0,922.2449074074074,525.7774074074074,1.3664814814814814,587.7631481481482,2.6481481481481484,economic,CloudFy
408,4You,Richard Anaya,none,59,408.0,66.0,933.2786363636363,531.1845454545455,1.38,535.3624242424243,2.5757575757575757,premium,CloudFy
409,4You,Frank Strawn,none,32,409.0,58.0,993.4786206896553,528.1079310344827,1.3724137931034481,573.7279310344828,2.7241379310344827,firstClass,CloudFy
410,4You,Marilyn Wix,none,39,410.0,44.0,887.3911363636363,548.6436363636363,1.4254545454545455,519.4381818181818,2.409090909090909,economic,Rainbow
411,4You,Debbie Green,female,24,411.0,36.0,897.3097222222223,477.5577777777778,1.241111111111111,523.2944444444444,2.611111111111111,firstClass,Rainbow
412,4You,Teresa Sanchez,none,21,412.0,122.0,913.5167213114754,489.7755737704918,1.272622950819672,489.87590163934425,2.3278688524590163,firstClass,CloudFy
413,4You,Clifford Fagen,male,63,413.0,8.0,1032.68875,613.1325,1.5924999999999998,787.1975,3.25,premium,CloudFy
414,4You,Tonya Rivera,none,62,414.0,46.0,932.76,475.9152173913044,1.2369565217391305,488.54521739130433,2.652173913043478,firstClass,CloudFy
415,4You,Barbara Oliver,none,61,415.0,96.0,904.6954166666666,508.4708333333333,1.3216666666666665,601.0266666666666,2.7083333333333335,firstClass,CloudFy
416,4You,Mary Rivera,female,37,416.0,86.0,911.2808139534883,527.6479069767443,1.3704651162790698,436.1786046511628,2.13953488372093,economic,CloudFy
417,4You,Dana King,none,35,417.0,42.0,827.3288095238095,412.17809523809524,1.070952380952381,434.9695238095238,2.238095238095238,premium,Rainbow
418,4You,Frank Street,none,61,418.0,36.0,968.4958333333333,457.87,1.1894444444444445,504.3666666666667,2.611111111111111,firstClass,CloudFy
419,4You,Tanya Donahue,none,36,419.0,76.0,859.8317105263158,501.07236842105266,1.3021052631578947,592.2126315789474,2.473684210526316,economic,Rainbow
420,4You,April Williams,female,46,420.0,16.0,919.739375,543.09,1.41125,693.4025,2.5,premium,CloudFy
421,4You,Brenda Alvarado,none,45,421.0,4.0,744.46,217.07,0.5650000000000001,521.0799999999999,3.0,firstClass,Rainbow
422,4You,Mary Ewers,none,29,422.0,116.0,927.4219827586206,500.9322413793103,1.3015517241379309,475.2715517241379,2.2586206896551726,firstClass,Rainbow
423,4You,Sandra Sawin,female,21,423.0,52.0,930.2840384615384,460.1038461538462,1.1961538461538461,566.0976923076923,2.9615384615384617,firstClass,Rainbow
424,4You,Diana Mcelrath,female,59,424.0,22.0,880.3590909090909,591.0490909090909,1.5363636363636362,690.4954545454545,3.1818181818181817,economic,Rainbow
425,4You,Dorothy Martin,female,61,425.0,86.0,885.7568604651162,478.6404651162791,1.243953488372093,467.0986046511628,2.441860465116279,firstClass,CloudFy
426,4You,Amy Kun,none,65,426.0,38.0,962.7118421052633,522.2031578947368,1.357894736842105,452.6473684210526,2.210526315789474,firstClass,CloudFy
427,4You,Margaret Morley,female,63,427.0,6.0,798.2016666666667,315.2966666666667,0.82,597.91,2.6666666666666665,firstClass,CloudFy
428,4You,Marion Smith,none,42,428.0,68.0,802.7954411764706,464.4873529411765,1.2076470588235295,513.4379411764705,2.3823529411764706,economic,Rainbow
429,4You,Brian Zimmermann,male,44,429.0,44.0,902.9579545454545,526.3004545454546,1.3677272727272727,455.49363636363637,2.5,economic,CloudFy
430,4You,Sharyl Simmons,female,36,430.0,110.0,903.7213636363637,543.1323636363636,1.4110909090909092,562.8427272727273,2.6,economic,Rainbow
431,4You,Matilda Wright,none,44,431.0,74.0,907.4171621621621,522.8251351351352,1.358918918918919,569.8143243243244,2.27027027027027,firstClass,CloudFy
432,4You,Linda Speight,female,52,432.0,106.0,962.3311320754717,532.0407547169812,1.3832075471698113,503.30018867924525,2.490566037735849,firstClass,Rainbow
433,4You,Bradley Johnson,none,57,433.0,54.0,961.1040740740741,539.2074074074075,1.4014814814814816,608.925925925926,2.5555555555555554,firstClass,Rainbow
434,4You,Johnny Odom,male,29,434.0,110.0,903.1429999999999,494.7289090909091,1.2858181818181817,541.285090909091,2.4727272727272727,firstClass,CloudFy
435,4You,Eric Barakat,male,57,435.0,46.0,907.1695652173913,555.3252173913044,1.4421739130434783,476.07565217391306,2.4782608695652173,economic,Rainbow
436,4You,Linda Ellis,none,53,436.0,146.0,892.6054109589041,467.9976712328767,1.2163013698630136,526.188493150685,2.6301369863013697,firstClass,Rainbow
437,4You,Diane Huff,none,60,437.0,40.0,861.7355,484.7115,1.26,569.2785,2.5,firstClass,Rainbow
438,4You,Michael Stroik,male,44,438.0,24.0,824.3575,504.12000000000006,1.31,575.1850000000001,2.75,economic,CloudFy
439,4You,Cynthia Hall,none,21,439.0,46.0,971.9336956521738,486.6713043478261,1.2647826086956522,582.9208695652175,2.5652173913043477,firstClass,CloudFy
440,4You,Donald Stallworth,none,46,440.0,86.0,979.6577906976744,497.3837209302326,1.292093023255814,541.2325581395348,2.6511627906976742,firstClass,Rainbow
441,4You,Robert Coronado,male,32,441.0,92.0,1006.1983695652174,524.3910869565218,1.362608695652174,486.63739130434783,2.3043478260869565,firstClass,Rainbow
442,4You,Renee Brock,female,24,442.0,96.0,963.7452083333333,527.7020833333333,1.3720833333333333,602.77375,2.75,premium,CloudFy
443,4You,Alberto Hamner,male,24,443.0,12.0,1146.5433333333333,626.2383333333333,1.6266666666666667,462.645,1.6666666666666667,firstClass,CloudFy
444,4You,Jodi Norton,none,37,444.0,10.0,1095.199,593.368,1.542,499.898,2.2,firstClass,CloudFy
445,4You,Laura Burns,female,23,445.0,116.0,857.8050000000001,445.8624137931034,1.1586206896551725,516.8168965517242,2.4655172413793105,premium,Rainbow
446,4You,Henry Burkhard,male,46,446.0,6.0,1081.6299999999999,531.7666666666667,1.3833333333333335,664.1066666666667,2.3333333333333335,firstClass,Rainbow
447,4You,Adam Hawkins,none,43,447.0,104.0,908.1274999999999,476.4498076923077,1.238076923076923,479.9813461538461,2.5576923076923075,firstClass,CloudFy
448,4You,Marion Casey,female,28,448.0,118.0,964.8944915254237,555.2277966101694,1.4428813559322033,554.6740677966102,2.542372881355932,firstClass,CloudFy
449,4You,Valerie Gonzalez,female,61,449.0,58.0,943.5374137931034,529.5593103448275,1.376551724137931,580.6744827586207,2.586206896551724,firstClass,CloudFy
450,4You,Monica Briggs,none,42,450.0,78.0,907.1541025641026,458.90512820512816,1.1930769230769231,466.68794871794876,2.3076923076923075,firstClass,CloudFy
451,4You,Derick Krausz,male,46,451.0,46.0,1011.5276086956521,494.54869565217393,1.2843478260869565,635.4586956521739,3.0869565217391304,firstClass,Rainbow
452,4You,Maynard Murray,none,33,452.0,72.0,932.860138888889,499.40000000000003,1.2977777777777777,571.7261111111111,2.638888888888889,firstClass,Rainbow
453,Monsters CYA,Christopher Norman,none,29,453.0,90.0,913.7982222222222,455.362,1.1826666666666665,637.3782222222222,2.7111111111111112,firstClass,Rainbow
454,Monsters CYA,James Cox,none,52,454.0,130.0,909.9262307692308,424.736,1.102923076923077,565.2706153846153,2.5076923076923077,firstClass,CloudFy
455,Monsters CYA,Dana Looney,female,56,455.0,102.0,903.1442156862746,493.838431372549,1.2823529411764705,610.3423529411765,2.5294117647058822,firstClass,CloudFy
456,Monsters CYA,Gertrude Rice,female,36,456.0,68.0,876.5779411764706,481.7338235294118,1.2508823529411766,537.780294117647,2.3823529411764706,economic,CloudFy
457,Monsters CYA,Leonel Richardson,male,49,457.0,30.0,1057.1576666666667,522.5833333333334,1.3573333333333333,797.6666666666666,3.1333333333333333,firstClass,Rainbow
458,Monsters CYA,Donald Jansen,male,22,458.0,62.0,956.5372580645161,480.50612903225806,1.2474193548387098,591.0751612903225,2.5483870967741935,firstClass,CloudFy
459,Monsters CYA,Joseph Silva,male,50,459.0,68.0,869.3392647058823,455.2629411764706,1.183235294117647,505.08411764705886,2.176470588235294,firstClass,CloudFy
460,Monsters CYA,William Washington,male,63,460.0,64.0,850.159375,482.9978125,1.2540624999999999,605.9859375,2.5,economic,Rainbow
461,Monsters CYA,Ma Hall,female,63,461.0,102.0,838.5392156862745,458.4937254901961,1.1909803921568627,545.0080392156863,2.3137254901960786,economic,CloudFy
462,Monsters CYA,David Leone,male,43,462.0,98.0,917.6662244897958,472.00591836734696,1.2257142857142855,642.1757142857143,2.7142857142857144,firstClass,Rainbow
463,Monsters CYA,Robert White,none,22,,,,,,,,,
464,Monsters CYA,Zachary Richardson,male,60,464.0,32.0,827.8634375,429.03375,1.11375,610.19125,2.375,economic,CloudFy
465,Monsters CYA,Judith Brown,none,34,465.0,54.0,876.4555555555555,480.2951851851852,1.2466666666666666,518.9996296296296,2.037037037037037,firstClass,CloudFy
466,Monsters CYA,Walter Ortiz,male,52,466.0,26.0,740.4038461538462,413.04846153846154,1.073846153846154,595.72,2.5384615384615383,premium,CloudFy
467,Monsters CYA,Justin Emmons,male,31,467.0,6.0,1043.28,530.8533333333334,1.3766666666666667,321.52666666666664,1.3333333333333333,premium,CloudFy
468,Monsters CYA,Robert Terrell,male,47,468.0,6.0,1190.995,651.3666666666667,1.6900000000000002,847.36,3.3333333333333335,firstClass,FlyingDrops
469,Monsters CYA,Dennis Phillips,none,41,469.0,54.0,994.7953703703703,524.6133333333333,1.3622222222222222,620.65,2.6296296296296298,firstClass,CloudFy
470,Monsters CYA,Ima Borne,female,23,470.0,34.0,1023.9805882352942,532.0794117647059,1.3823529411764706,581.1511764705882,2.5294117647058822,firstClass,Rainbow
471,Monsters CYA,Norma Brady,female,26,471.0,20.0,728.768,309.005,0.8029999999999999,479.48400000000004,2.3,firstClass,CloudFy
472,Monsters CYA,Helen Heavilin,female,28,472.0,50.0,852.8142,416.4508,1.0812,438.7956,2.12,firstClass,Rainbow
473,Monsters CYA,Anita Smothers,female,48,473.0,2.0,818.91,650.1,1.69,208.04,1.0,economic,CloudFy
474,Monsters CYA,Dorothy Sample,female,48,474.0,42.0,914.5419047619048,461.53476190476187,1.1990476190476191,596.8657142857143,2.4285714285714284,firstClass,CloudFy
475,Monsters CYA,Cindy Sullivan,female,44,475.0,28.0,1048.7714285714285,527.9399999999999,1.3714285714285714,501.0385714285714,2.0714285714285716,firstClass,CloudFy
476,Monsters CYA,Major Girard,male,31,476.0,10.0,1186.19,601.018,1.56,360.62600000000003,1.8,firstClass,Rainbow
477,Monsters CYA,Kevin Boyd,none,46,477.0,72.0,838.0251388888888,455.9275,1.1849999999999998,646.0047222222222,2.6944444444444446,firstClass,CloudFy
478,Monsters CYA,Jerry Pickle,none,62,478.0,108.0,958.830925925926,473.88018518518516,1.2311111111111113,589.1316666666667,2.537037037037037,firstClass,CloudFy
479,Monsters CYA,Earl Traina,none,42,479.0,74.0,911.0333783783784,515.0251351351351,1.3372972972972972,553.2935135135135,2.3513513513513513,premium,Rainbow
480,Monsters CYA,Donna Koonce,female,32,480.0,56.0,880.4676785714286,435.92678571428576,1.1325,650.5339285714286,2.9285714285714284,firstClass,Rainbow
481,Monsters CYA,Lyman Huizar,none,62,481.0,28.0,1017.5575,557.9764285714285,1.4485714285714284,564.2414285714286,2.2857142857142856,firstClass,Rainbow
482,Monsters CYA,William Northey,male,31,482.0,98.0,852.3267346938776,456.1030612244898,1.1844897959183673,584.629387755102,2.489795918367347,firstClass,Rainbow
483,Monsters CYA,Henry Browne,none,58,483.0,120.0,916.7000833333333,473.08483333333334,1.2285,541.8958333333334,2.25,firstClass,Rainbow
484,Monsters CYA,Julie Bourgeois,female,44,484.0,52.0,844.0024999999999,512.0157692307693,1.3303846153846153,569.1184615384616,2.423076923076923,economic,CloudFy
485,Monsters CYA,Angelina Lane,none,29,485.0,106.0,865.9346226415095,488.6820754716981,1.2692452830188679,648.4588679245282,2.7358490566037736,economic,Rainbow
486,Monsters CYA,Katelyn Ogorman,none,46,486.0,100.0,893.72,435.449,1.1312,524.4574,2.22,firstClass,Rainbow
487,Monsters CYA,Nancy Doggett,none,40,487.0,90.0,905.376,486.0302222222222,1.2626666666666666,608.978,2.577777777777778,firstClass,Rainbow
488,Monsters CYA,Sonja Bell,female,56,488.0,60.0,873.0695,398.4706666666667,1.036,490.09366666666665,2.3333333333333335,firstClass,CloudFy
489,Monsters CYA,James Wareham,none,57,489.0,52.0,793.4459615384616,478.9815384615385,1.2442307692307693,664.8215384615385,2.5,economic,Rainbow
490,Monsters CYA,Frank Lopez,none,39,490.0,86.0,893.3172093023255,475.22883720930236,1.2339534883720928,585.7225581395348,2.5348837209302326,premium,CloudFy
491,Monsters CYA,Lazaro Jordan,male,65,491.0,100.0,883.5747,461.34,1.1984000000000001,597.7482,2.5,firstClass,CloudFy
492,Monsters CYA,Scott Chavez,male,36,492.0,90.0,868.1555555555556,483.9088888888889,1.257111111111111,625.7768888888888,2.466666666666667,firstClass,Rainbow
493,Monsters CYA,Artie Ladner,female,48,493.0,84.0,943.2869047619048,486.2509523809524,1.263095238095238,634.8028571428572,2.619047619047619,firstClass,Rainbow
494,Monsters CYA,Steven Colon,male,31,494.0,6.0,1064.8483333333334,401.8333333333333,1.0433333333333332,525.0066666666667,2.3333333333333335,firstClass,CloudFy
495,Monsters CYA,Robert Carpenter,male,44,495.0,26.0,947.7688461538462,431.09615384615387,1.1199999999999999,554.38,2.6923076923076925,firstClass,Rainbow
496,Monsters CYA,Charlotte Johnson,none,51,496.0,26.0,920.8700000000001,505.3046153846154,1.3115384615384615,621.6961538461538,2.3076923076923075,firstClass,CloudFy
497,Monsters CYA,Christopher Cooper,male,60,497.0,100.0,915.8887,453.8886,1.1787999999999998,513.0454,2.14,firstClass,Rainbow
498,Monsters CYA,Melvin Wineland,male,64,498.0,60.0,847.5956666666666,443.3066666666667,1.1516666666666666,573.216,2.566666666666667,firstClass,Rainbow
499,Monsters CYA,Andrew Sperdute,male,62,499.0,56.0,936.8035714285714,491.3367857142857,1.2764285714285715,546.8414285714285,2.3214285714285716,firstClass,Rainbow
500,Monsters CYA,Edward Zahner,male,42,500.0,110.0,843.4086363636363,442.62454545454545,1.1498181818181819,600.1618181818183,2.5272727272727273,firstClass,Rainbow
501,Monsters CYA,Amy Ruff,female,21,501.0,60.0,788.3156666666667,430.20366666666666,1.1179999999999999,617.2926666666666,2.6,premium,Rainbow
502,Monsters CYA,Jason Bottone,none,55,502.0,112.0,912.7664285714285,498.46214285714285,1.2944642857142856,529.4094642857143,2.3035714285714284,firstClass,CloudFy
503,Monsters CYA,Mark Smith,male,30,503.0,50.0,937.4995999999999,508.17760000000004,1.3204,696.3988,2.8,premium,CloudFy
504,Monsters CYA,Rafael Wood,none,61,504.0,110.0,898.2443636363637,476.44945454545456,1.2372727272727273,568.9838181818182,2.418181818181818,firstClass,Rainbow
505,Monsters CYA,Arthur Acevedo,male,24,505.0,104.0,871.7370192307692,442.96423076923077,1.1503846153846153,682.8551923076923,2.826923076923077,firstClass,Rainbow
506,Monsters CYA,David Grady,male,61,506.0,20.0,858.8639999999999,456.52200000000005,1.1869999999999998,452.622,2.0,firstClass,Rainbow
507,Monsters CYA,Thomas Coleman,male,57,507.0,80.0,871.96325,430.75200000000007,1.1192499999999999,572.42325,2.475,firstClass,CloudFy
508,Monsters CYA,Gwen Payne,female,64,508.0,18.0,1196.4672222222223,654.0655555555555,1.6977777777777776,727.8688888888888,3.0,firstClass,Rainbow
509,Monsters CYA,Brian Thompson,none,21,509.0,80.0,888.0962499999999,461.34125000000006,1.198,642.1,2.725,firstClass,Rainbow
510,Monsters CYA,Traci Shelton,none,41,510.0,50.0,937.4336,473.7288,1.2304,558.6648,2.08,firstClass,Rainbow
511,Monsters CYA,Wilma Prescott,female,32,511.0,76.0,908.8243421052631,452.77736842105264,1.1757894736842105,644.1265789473684,2.6578947368421053,firstClass,Rainbow
512,Monsters CYA,Juanita Baker,female,52,512.0,114.0,917.246052631579,479.81315789473683,1.2470175438596491,488.73350877192985,2.245614035087719,firstClass,CloudFy
513,Monsters CYA,Kia Rodriguez,female,64,513.0,44.0,885.3990909090909,473.9509090909091,1.2309090909090907,640.3772727272727,2.590909090909091,firstClass,Rainbow
514,Monsters CYA,Myesha Taranto,female,41,514.0,100.0,893.9199000000001,483.05379999999997,1.2548000000000001,597.732,2.44,firstClass,Rainbow
515,Monsters CYA,Anna Edgar,none,24,515.0,64.0,897.0865625,475.7325,1.2353125,590.889375,2.53125,economic,CloudFy
516,Monsters CYA,Julie Hamson,female,47,516.0,112.0,845.5022321428571,457.6907142857143,1.1898214285714286,581.1196428571428,2.5357142857142856,firstClass,CloudFy
517,Monsters CYA,Linda Gordan,none,30,517.0,92.0,920.2805434782608,499.2213043478261,1.296521739130435,580.9821739130435,2.4565217391304346,firstClass,Rainbow
518,Monsters CYA,James White,male,25,518.0,42.0,918.2690476190477,485.24666666666667,1.2595238095238095,581.6680952380952,2.5238095238095237,premium,Rainbow
519,Monsters CYA,Alan Ferebee,male,32,519.0,48.0,930.9952083333334,540.3329166666666,1.4033333333333333,464.18666666666667,1.9166666666666667,firstClass,CloudFy
520,Monsters CYA,Bobby Alex,male,30,520.0,4.0,509.70000000000005,351.81,0.9149999999999999,295.515,1.5,economic,Rainbow
521,Monsters CYA,Alicia Cedar,female,29,521.0,98.0,840.5377551020408,409.4389795918367,1.0638775510204082,583.1787755102041,2.4693877551020407,firstClass,CloudFy
522,Monsters CYA,Wilfred Briggs,male,55,522.0,54.0,911.5212962962963,510.9774074074074,1.327037037037037,715.0911111111111,2.814814814814815,firstClass,CloudFy
523,Monsters CYA,Timmy Lemons,none,34,523.0,54.0,988.1437037037037,541.4092592592592,1.4055555555555554,724.5792592592593,2.814814814814815,premium,CloudFy
524,Monsters CYA,Linda Parks,female,50,524.0,22.0,802.8818181818183,352.33454545454543,0.9145454545454546,798.8172727272727,3.3636363636363638,premium,CloudFy
525,Monsters CYA,Cynthia Luzar,none,32,525.0,82.0,846.8668292682927,442.5695121951219,1.1495121951219514,595.3770731707317,2.4146341463414633,firstClass,CloudFy
526,Monsters CYA,Joy Sibley,none,62,526.0,18.0,1042.375,517.2244444444445,1.3444444444444443,461.34666666666664,2.0,firstClass,CloudFy
527,Monsters CYA,Elma Gonzales,female,40,,,,,,,,,
528,Monsters CYA,Frances Kendall,female,34,528.0,14.0,905.3814285714286,403.63714285714286,1.0485714285714285,526.1028571428571,2.2857142857142856,firstClass,CloudFy
529,Monsters CYA,Gary Pietrafesa,male,34,529.0,54.0,928.828888888889,511.6677777777778,1.3285185185185184,476.722962962963,2.4074074074074074,firstClass,Rainbow
530,Monsters CYA,Tanya Mcmillan,none,32,530.0,2.0,1127.5349999999999,535.4,1.39,938.49,3.0,firstClass,Rainbow
531,Monsters CYA,Tammy Lechuga,none,51,531.0,6.0,1160.3516666666667,487.73333333333335,1.2666666666666666,851.0300000000001,3.3333333333333335,firstClass,FlyingDrops
532,Monsters CYA,Florence Wilson,female,42,532.0,68.0,893.5666176470588,495.08000000000004,1.2858823529411765,624.7270588235294,2.6470588235294117,firstClass,Rainbow
533,Monsters CYA,Nicholas Fast,none,55,533.0,80.0,874.356125,462.0955,1.20025,600.313,2.675,firstClass,CloudFy
534,Monsters CYA,James Perez,male,21,534.0,78.0,792.0548717948718,401.1325641025641,1.0420512820512822,568.9223076923078,2.5641025641025643,firstClass,CloudFy
